"sample","strategy","grp","cost","qalys"
255,"Strategy 1","Group 1",28.7354073349043,8.62179610383356
256,"Strategy 1","Group 1",23.37920774552,9.39510350983173
257,"Strategy 1","Group 1",15.0968191949121,8.53187125195772
258,"Strategy 1","Group 1",18.3444493821952,9.1576705547259
259,"Strategy 1","Group 1",19.0814607435749,9.27097482614848
260,"Strategy 1","Group 1",13.8261750511702,9.45719294843935
261,"Strategy 1","Group 1",13.5805147971753,8.40649036683812
262,"Strategy 1","Group 1",17.7128397929896,8.53790336693995
263,"Strategy 1","Group 1",19.7132693635887,8.63535203910715
264,"Strategy 1","Group 1",24.4811304213605,9.03653480001397
265,"Strategy 1","Group 1",24.0464096006504,9.10705303494283
266,"Strategy 1","Group 1",21.6024544867607,9.12914750392655
267,"Strategy 1","Group 1",26.2484401268216,9.54992798905717
268,"Strategy 1","Group 1",21.9949803392509,8.85147859595409
269,"Strategy 1","Group 1",22.2103232202075,8.59092388097666
270,"Strategy 1","Group 1",20.7358950976232,9.06715821343387
271,"Strategy 1","Group 1",15.8761263737979,9.37140459619657
272,"Strategy 1","Group 1",20.7796350065776,9.32042197318484
273,"Strategy 1","Group 1",20.8257636081095,8.6317744269771
274,"Strategy 1","Group 1",21.0933716651477,8.77611642994187
275,"Strategy 1","Group 1",17.0382874838398,9.67790536079871
276,"Strategy 1","Group 1",17.9050971488916,8.78171615095371
277,"Strategy 1","Group 1",20.9539417035054,8.68493145705648
278,"Strategy 1","Group 1",21.4367414330717,9.0300573249968
279,"Strategy 1","Group 1",16.8722505631647,8.76913777910528
280,"Strategy 1","Group 1",23.8378254778366,8.86312808918872
281,"Strategy 1","Group 1",15.8579718176508,8.75033881909254
282,"Strategy 1","Group 1",22.4699817720201,8.64256549664008
283,"Strategy 1","Group 1",17.6214640655331,9.02943473554652
284,"Strategy 1","Group 1",17.4409280804765,8.81382933536891
285,"Strategy 1","Group 1",20.3795350133743,9.11879865299257
286,"Strategy 1","Group 1",36.3640741570186,9.06478371782065
287,"Strategy 1","Group 1",20.2693582533627,8.67296947584609
288,"Strategy 1","Group 1",18.0530257717921,9.32854441676069
289,"Strategy 1","Group 1",24.8571682938361,8.55962477830608
290,"Strategy 1","Group 1",23.7254189197471,8.4515825120036
291,"Strategy 1","Group 1",18.7768685216491,8.83264758399599
292,"Strategy 1","Group 1",17.1585726154279,8.63586224764112
293,"Strategy 1","Group 1",17.3777196515883,8.88594170785009
294,"Strategy 1","Group 1",20.1486571405015,9.69404205953728
295,"Strategy 1","Group 1",22.1176343749513,8.84427840927626
296,"Strategy 1","Group 1",26.2662039453576,8.66822164479454
297,"Strategy 1","Group 1",17.8247440564012,8.76752782985861
298,"Strategy 1","Group 1",25.2992248972854,8.74769619672334
299,"Strategy 1","Group 1",15.843078699744,9.30466584579249
300,"Strategy 1","Group 1",22.3936223241854,8.87999352821873
301,"Strategy 1","Group 1",20.9956544488382,9.232330158104
302,"Strategy 1","Group 1",24.9867315505049,8.94231850867466
303,"Strategy 1","Group 1",21.8496078658924,8.8605944048229
304,"Strategy 1","Group 1",19.1891880780279,9.24412444071276
305,"Strategy 1","Group 1",30.2238854927918,8.86767379082498
306,"Strategy 1","Group 1",23.938145760325,9.49699856942013
307,"Strategy 1","Group 1",19.0120949010934,9.15252524930523
308,"Strategy 1","Group 1",24.8862520809558,8.7726908378499
309,"Strategy 1","Group 1",13.3953327812429,9.14735311876285
310,"Strategy 1","Group 1",25.7870794287329,8.849192885261
311,"Strategy 1","Group 1",15.0693392005337,8.69686713019589
312,"Strategy 1","Group 1",27.0757802376644,9.38486975231422
313,"Strategy 1","Group 1",30.7601903285601,9.08569664285341
314,"Strategy 1","Group 1",21.386797169007,9.18022960979224
315,"Strategy 1","Group 1",21.0891935528178,9.19002277846302
316,"Strategy 1","Group 1",17.5091263955688,8.77358461290059
317,"Strategy 1","Group 1",13.332670893129,8.94751299121507
318,"Strategy 1","Group 1",28.0161484307266,8.79649296104803
319,"Strategy 1","Group 1",16.8737706296228,8.4202388861892
320,"Strategy 1","Group 1",22.4833088318049,8.49776350777112
321,"Strategy 1","Group 1",15.915880395404,8.77524085782403
322,"Strategy 1","Group 1",28.9873341912984,8.45856346492424
323,"Strategy 1","Group 1",23.6010986674265,9.18806415361396
324,"Strategy 1","Group 1",20.3686974326707,9.47052840270192
325,"Strategy 1","Group 1",19.6485970815251,8.85132811060939
326,"Strategy 1","Group 1",19.7793225361194,9.4516615063997
327,"Strategy 1","Group 1",18.0301403350429,9.0153531585276
328,"Strategy 1","Group 1",23.3323113229963,8.93747352807578
329,"Strategy 1","Group 1",10.8421853279856,9.37492764092244
330,"Strategy 1","Group 1",18.9530267839278,9.14015323482337
331,"Strategy 1","Group 1",20.6222858394383,9.00376575308937
332,"Strategy 1","Group 1",22.6910081639792,8.89988926253881
333,"Strategy 1","Group 1",21.9407294040865,8.8264594401922
334,"Strategy 1","Group 1",23.7722727199449,9.57348103327123
335,"Strategy 1","Group 1",19.215810199362,8.83836487013281
336,"Strategy 1","Group 1",14.3360334474798,8.36685211116801
337,"Strategy 1","Group 1",18.8510656333805,9.05379958186318
338,"Strategy 1","Group 1",24.9789572308963,9.15264369349973
339,"Strategy 1","Group 1",26.0216931073122,9.22078640133142
340,"Strategy 1","Group 1",22.8656077756136,8.74947664336475
341,"Strategy 1","Group 1",16.3818159256613,9.10652693777466
342,"Strategy 1","Group 1",22.92930175993,9.33474550055757
343,"Strategy 1","Group 1",15.9438134411508,9.28638774772452
344,"Strategy 1","Group 1",17.7570048560999,8.754152205115
345,"Strategy 1","Group 1",21.7639225005694,8.82464168310551
346,"Strategy 1","Group 1",21.4630422755755,8.7263057972109
347,"Strategy 1","Group 1",17.4918319329276,8.48273846827535
348,"Strategy 1","Group 1",23.6437602561542,9.50586962328194
349,"Strategy 1","Group 1",18.3918710213674,8.46172744462372
350,"Strategy 1","Group 1",22.2161908325944,9.17335406361957
351,"Strategy 1","Group 1",22.8476572491261,8.80157241815477
352,"Strategy 1","Group 1",15.4188709838359,9.29478031727607
353,"Strategy 1","Group 1",18.7744553940607,9.12567745966276
354,"Strategy 1","Group 1",14.9725791039485,9.29824652670248
355,"Strategy 1","Group 1",17.5592848302088,8.77367805563132
356,"Strategy 1","Group 1",18.8573179099874,8.544638596596
357,"Strategy 1","Group 1",23.5012303568379,9.27576693954562
358,"Strategy 1","Group 1",18.137527286305,8.71856425960295
359,"Strategy 1","Group 1",17.8163450413463,8.93528089339516
360,"Strategy 1","Group 1",24.8213623573489,8.77821173799913
361,"Strategy 1","Group 1",18.0825928442685,9.23578975554049
362,"Strategy 1","Group 1",17.9809783370604,8.88222485434731
363,"Strategy 1","Group 1",22.7123363065553,9.24684006399717
364,"Strategy 1","Group 1",21.7123076729292,8.83837311657579
365,"Strategy 1","Group 1",19.7428573901519,8.81836185089244
366,"Strategy 1","Group 1",20.8551016937397,8.8370193898736
367,"Strategy 1","Group 1",19.7428642568304,9.25507512367364
368,"Strategy 1","Group 1",18.4513347446929,9.02369699678754
369,"Strategy 1","Group 1",22.6343444007168,8.26461386213531
370,"Strategy 1","Group 1",15.7010823713519,9.60675768998577
371,"Strategy 1","Group 1",26.8644614029097,9.02880598907585
372,"Strategy 1","Group 1",19.9113435603812,9.45191133380104
373,"Strategy 1","Group 1",21.1938710267181,8.9985134557246
374,"Strategy 1","Group 1",19.02795937998,8.79831807717353
375,"Strategy 1","Group 1",16.6606163082241,8.78562564265974
376,"Strategy 1","Group 1",16.8225859728635,8.31871413091249
377,"Strategy 1","Group 1",18.9912179971161,8.88001348975982
378,"Strategy 1","Group 1",18.0574464224556,8.74854904320174
379,"Strategy 1","Group 1",15.1048888720548,8.99476689754696
380,"Strategy 1","Group 1",21.6563244206266,9.00061921020056
381,"Strategy 1","Group 1",19.6989423306622,9.09818960122635
382,"Strategy 1","Group 1",21.3416290557202,8.49270553990738
383,"Strategy 1","Group 1",14.79409001148,9.09871008513347
384,"Strategy 1","Group 1",17.3657931548676,8.89628140557459
385,"Strategy 1","Group 1",15.9537334488462,9.01197934869294
386,"Strategy 1","Group 1",22.1512141292702,9.06826606854851
387,"Strategy 1","Group 1",18.067559205634,9.16600576871879
388,"Strategy 1","Group 1",23.7069432575673,8.99610925520676
389,"Strategy 1","Group 1",21.2866542486158,8.98504455310694
390,"Strategy 1","Group 1",22.1009888606713,9.04782718945262
391,"Strategy 1","Group 1",15.4007479004535,8.34371399418175
392,"Strategy 1","Group 1",20.5512419054642,8.79083573181207
393,"Strategy 1","Group 1",20.1710666353413,9.40803964786807
394,"Strategy 1","Group 1",24.3751061802118,8.73950175495401
395,"Strategy 1","Group 1",26.4546212262126,8.9679536225582
396,"Strategy 1","Group 1",20.7863167709415,8.88810012659859
397,"Strategy 1","Group 1",26.98900979201,8.88295041272628
398,"Strategy 1","Group 1",20.6181881224495,9.17530865898149
399,"Strategy 1","Group 1",18.6881636750721,9.06844593038654
400,"Strategy 1","Group 1",22.1698784186065,9.32997066133228
401,"Strategy 1","Group 1",14.796403837239,8.96954616783788
402,"Strategy 1","Group 1",19.0466806082901,9.01884166722533
403,"Strategy 1","Group 1",26.2748349174383,9.07175881164266
404,"Strategy 1","Group 1",21.029976175904,9.34380123324506
405,"Strategy 1","Group 1",21.6261699852034,8.68545472964002
406,"Strategy 1","Group 1",22.1663732666589,9.33528165286423
407,"Strategy 1","Group 1",17.7282670576681,9.54379305798308
408,"Strategy 1","Group 1",16.3742167420761,9.14854144433218
409,"Strategy 1","Group 1",19.7615395374216,8.53966960094664
410,"Strategy 1","Group 1",20.0300297556509,9.26564323597609
411,"Strategy 1","Group 1",14.5971979583586,9.03325890152558
412,"Strategy 1","Group 1",17.7618927678719,9.4011586967489
413,"Strategy 1","Group 1",19.1486673540905,9.37566073991097
414,"Strategy 1","Group 1",16.6155025059627,9.47729396998115
415,"Strategy 1","Group 1",21.9691584365794,9.05846407815186
416,"Strategy 1","Group 1",19.2867714922024,8.90929822024569
417,"Strategy 1","Group 1",26.8541378374572,8.73787175076332
418,"Strategy 1","Group 1",18.9391188693749,9.08962752472929
419,"Strategy 1","Group 1",16.7662707616583,9.53216320132696
420,"Strategy 1","Group 1",19.3467232341516,8.94483895325442
421,"Strategy 1","Group 1",21.5083915167673,8.66876228389267
422,"Strategy 1","Group 1",17.8734137305571,8.78783806649094
423,"Strategy 1","Group 1",20.5625291465302,9.13386399061558
424,"Strategy 1","Group 1",20.1396036633385,8.8603015486291
425,"Strategy 1","Group 1",21.5879787223579,9.24892570728179
426,"Strategy 1","Group 1",31.0333475444631,9.17305015740614
427,"Strategy 1","Group 1",31.1315534960724,8.7510913137417
428,"Strategy 1","Group 1",22.6774688918722,8.59628161367368
429,"Strategy 1","Group 1",18.4081902257847,9.25142966254261
430,"Strategy 1","Group 1",22.0218611739881,9.06845818431259
431,"Strategy 1","Group 1",22.1535949470069,9.23353623917547
432,"Strategy 1","Group 1",14.7949510491867,8.87646185662403
433,"Strategy 1","Group 1",15.4278783522632,9.16980792674114
434,"Strategy 1","Group 1",16.9634471898842,8.194196182355
435,"Strategy 1","Group 1",17.8684350024609,8.54064514322046
436,"Strategy 1","Group 1",17.4766119635657,8.99834780249924
437,"Strategy 1","Group 1",23.6903466425381,9.42124810909324
438,"Strategy 1","Group 1",30.8818126590204,8.4958113118584
439,"Strategy 1","Group 1",18.2333698980872,8.52719041044807
440,"Strategy 1","Group 1",16.7847745168407,8.63989538226627
441,"Strategy 1","Group 1",15.8580554446633,9.48769748493369
442,"Strategy 1","Group 1",15.3271026052284,9.42216345630766
443,"Strategy 1","Group 1",20.1015561972245,9.22131998926959
444,"Strategy 1","Group 1",22.0715452492884,8.41882079212745
445,"Strategy 1","Group 1",17.0865393873125,9.06338770789215
446,"Strategy 1","Group 1",17.2863145790118,9.20321132214837
447,"Strategy 1","Group 1",22.1450166014075,9.06240339468462
448,"Strategy 1","Group 1",24.6096642263673,8.94986113440335
449,"Strategy 1","Group 1",16.5780579256252,8.97508607570591
450,"Strategy 1","Group 1",23.3378999866437,9.21492826905023
451,"Strategy 1","Group 1",20.923754627243,9.17239140004597
