"sample","strategy","grp","cost","qalys","random_variable"
29,"Strategy 1","Group 1",20.4791418667237,8.91158184828049,1.32068842539497
30,"Strategy 1","Group 1",25.9045405314557,8.7237689633682,-0.475445982834613
31,"Strategy 1","Group 1",14.6930646014331,9.25423332689664,1.03106221085345
32,"Strategy 1","Group 1",18.1459985043709,9.28052877846226,-0.241877341644948
33,"Strategy 1","Group 1",15.4350545906887,9.1189749004998,-0.253177709887792
34,"Strategy 1","Group 1",23.4181095134547,9.12245599148009,0.165767210526076
35,"Strategy 1","Group 1",15.5655772135346,9.25388255198079,0.0458323907558688
36,"Strategy 1","Group 1",23.4089490732088,9.04988280292133,-0.0934701692866132
37,"Strategy 1","Group 1",20.3439936785973,8.40908809380064,-0.894950519201233
38,"Strategy 1","Group 1",20.8239132670151,8.97355955014689,-1.43186320987151
39,"Strategy 1","Group 1",27.7836679144893,8.68547770495394,-0.854953498604732
40,"Strategy 1","Group 1",21.9704952084427,8.824064728995,-0.756182814357665
41,"Strategy 1","Group 1",19.8237380946311,9.04670566757635,-1.24453370570647
42,"Strategy 1","Group 1",27.7201487087159,9.27139711203051,-2.64482900179782
43,"Strategy 1","Group 1",21.4289014257922,8.83671204664342,0.393615396682014
44,"Strategy 1","Group 1",23.8447908802043,9.11832864253955,-2.01623308219435
45,"Strategy 1","Group 1",23.3494842650708,9.07734928383656,-1.09068691642252
46,"Strategy 1","Group 1",19.298208005104,8.91380544747359,-0.419644638485285
47,"Strategy 1","Group 1",19.7541016934021,9.28911942896203,1.54593492388062
48,"Strategy 1","Group 1",23.785598703096,9.01716259892888,0.323076243561679
49,"Strategy 1","Group 1",20.3317370210893,9.15754494784741,-2.62072769038291
50,"Strategy 1","Group 1",15.0939057983284,9.02192379220624,0.502892287450635
51,"Strategy 1","Group 1",21.0160606596386,8.52378130067119,1.13457517102163
52,"Strategy 1","Group 1",26.5146813635108,9.04008345914855,0.60128423299434
53,"Strategy 1","Group 1",18.5178538702212,8.77268152627048,-1.05597020328534
54,"Strategy 1","Group 1",14.3555554767849,8.81173139500447,0.563586987970711
55,"Strategy 1","Group 1",30.2617826227496,9.61569881792409,0.252480758568732
56,"Strategy 1","Group 1",17.3934801585666,9.08023943456282,-1.4896842465228
57,"Strategy 1","Group 1",20.1964127192951,9.01029708913111,1.37258042355796
58,"Strategy 1","Group 1",16.9925953419266,9.46775806853558,1.25086109309388
59,"Strategy 1","Group 1",16.7986270539709,9.55914113523573,-1.50026422359816
60,"Strategy 1","Group 1",19.392867812738,9.08666934660226,0.722250600145932
61,"Strategy 1","Group 1",17.8326865512828,8.88698108220684,-0.82954378150967
62,"Strategy 1","Group 1",16.2063280066824,9.32408514008949,-0.814485707811592
63,"Strategy 1","Group 1",22.9520458668878,8.83747560787017,-0.197777592653751
64,"Strategy 1","Group 1",15.6670799903462,9.14330941445522,-1.06341472364808
65,"Strategy 1","Group 1",23.6195534902173,8.81103589341816,0.511087258713403
66,"Strategy 1","Group 1",20.1867648756383,8.80971525873234,0.182007611759984
67,"Strategy 1","Group 1",19.9226695225013,8.88514856371979,-0.454868981181095
68,"Strategy 1","Group 1",17.4969246704939,8.93418897550537,-0.291508783825315
69,"Strategy 1","Group 1",23.7716840086898,9.23580319570972,-0.914907934405302
70,"Strategy 1","Group 1",24.8369780271394,9.38042548359512,0.753073818223239
71,"Strategy 1","Group 1",19.4951337990764,8.92092962646237,0.0209566285164803
72,"Strategy 1","Group 1",19.3001976741464,8.94728211438695,0.0529448049061842
73,"Strategy 1","Group 1",19.7826686979573,9.26624472089945,-0.604908889493577
74,"Strategy 1","Group 1",25.0557548046815,9.3946068749098,0.300412587125646
75,"Strategy 1","Group 1",16.3289719509474,9.20081674270426,0.0648087425368146
76,"Strategy 1","Group 1",25.7280056898124,9.16454675912631,-0.5654424601327
77,"Strategy 1","Group 1",16.9565229990978,8.44406621825344,-2.31577757152836
78,"Strategy 1","Group 1",25.3426529405929,9.53774219590361,-0.0495783359188447
79,"Strategy 1","Group 1",19.1732583561928,9.14978187765696,0.901470817883886
80,"Strategy 1","Group 1",17.0685017252315,9.38032087890318,-1.53207428647088
81,"Strategy 1","Group 1",21.8064441188392,8.902413930583,-0.808868486911412
82,"Strategy 1","Group 1",25.3483969235472,9.11771411732039,-1.05293716921966
83,"Strategy 1","Group 1",21.7538615435679,8.37646937570827,-1.30895987884699
84,"Strategy 1","Group 1",24.4524733736263,8.4490602012086,-0.267642871769125
85,"Strategy 1","Group 1",16.0062974955261,8.70067344340648,0.91433354811667
86,"Strategy 1","Group 1",26.7285236927734,8.94864688371238,-0.751348084204732
87,"Strategy 1","Group 1",16.2664902105164,8.91851908752821,-1.30489098056045
88,"Strategy 1","Group 1",21.9805286878134,9.45408069552099,0.569682722317143
89,"Strategy 1","Group 1",19.1533903466309,9.04846438502567,-0.0209355513680553
90,"Strategy 1","Group 1",20.710910521423,9.36412721426942,0.539132968059913
91,"Strategy 1","Group 1",16.5576784176294,9.25691281097854,0.0753419604414515
92,"Strategy 1","Group 1",33.9103117166517,8.70561226546789,1.27851847481803
93,"Strategy 1","Group 1",17.9540709761152,9.33530074072416,-0.158550630989322
94,"Strategy 1","Group 1",26.578057454265,9.05656968630373,-0.00284049744634558
95,"Strategy 1","Group 1",18.1358279532819,9.21225598888724,1.59350868312794
96,"Strategy 1","Group 1",17.7712383080264,8.43617310295995,0.10114946597137
97,"Strategy 1","Group 1",17.4441999052862,9.11175151334454,0.0799950478873844
98,"Strategy 1","Group 1",17.4687148190935,8.85549400818972,-0.785849970509533
99,"Strategy 1","Group 1",18.9996384634004,8.96566079059474,-1.12805157943301
100,"Strategy 1","Group 1",12.9156592915503,9.04750043409472,-1.9712359429944
101,"Strategy 1","Group 1",19.1601603301383,8.81006062919772,-0.325256313333641
102,"Strategy 1","Group 1",16.205913143582,8.80823353821953,-0.438228909433437
103,"Strategy 1","Group 1",14.9958488085855,9.03179325857178,0.91262602176221
104,"Strategy 1","Group 1",19.4447887847835,8.81309459727099,-0.0250470049791391
105,"Strategy 1","Group 1",22.7283593507181,8.97907278210402,0.000289226591730615
106,"Strategy 1","Group 1",19.4625343708891,8.85659360229395,0.6798147064679
107,"Strategy 1","Group 1",23.652933740118,9.21376291902824,-0.773600126605361
108,"Strategy 1","Group 1",25.0156386639391,8.83246126738111,0.179938907426556
109,"Strategy 1","Group 1",22.4193504701806,9.05084365240881,-1.50442758586994
110,"Strategy 1","Group 1",22.1362179414107,9.53566546541305,0.0225797727681201
111,"Strategy 1","Group 1",18.7417732323177,9.06668553465716,0.167138945976786
112,"Strategy 1","Group 1",16.7967455644355,9.12867243209564,0.911608040726812
113,"Strategy 1","Group 1",23.490772225988,8.515286134699,1.11502013409661
114,"Strategy 1","Group 1",16.6096969358387,8.46373605212005,-0.339054671547496
115,"Strategy 1","Group 1",28.1675525156979,9.72056281964745,-1.1517206209196
116,"Strategy 1","Group 1",25.8018393406966,9.11312399383225,-0.0177152858459071
117,"Strategy 1","Group 1",17.2921749839105,8.47762907546277,-0.546332761213654
118,"Strategy 1","Group 1",17.9912748902214,9.47938162894519,0.276755595766426
119,"Strategy 1","Group 1",18.9480080202901,9.58351598624302,1.72354747603132
120,"Strategy 1","Group 1",22.2179437747185,9.23158219843001,-0.487544253384717
121,"Strategy 1","Group 1",21.7633006267614,9.19667603608525,0.772695840514782
122,"Strategy 1","Group 1",21.1358003928698,9.00963884939622,-0.33790398739078
123,"Strategy 1","Group 1",24.7738763888454,9.31446145332431,1.3133479873315
124,"Strategy 1","Group 1",14.8053639264082,8.68582014606857,-0.1754275912006
125,"Strategy 1","Group 1",24.4001001235938,8.68776857442875,-0.474068434588879
126,"Strategy 1","Group 1",16.663509857703,8.62304333098948,-0.164693328157226
127,"Strategy 1","Group 1",14.6231464952875,8.53547865827135,0.892212085543602
128,"Strategy 1","Group 1",18.9755348493386,9.14619405730765,0.969946353967177
129,"Strategy 1","Group 1",16.0677939293022,8.39454622003674,0.511568417224173
130,"Strategy 1","Group 1",22.6311026934389,8.97730623492906,-0.0674111536172561
131,"Strategy 1","Group 1",23.0304281856113,9.21333768434621,0.306370294342053
132,"Strategy 1","Group 1",27.8219230271881,9.20775375421987,1.08120845675834
133,"Strategy 1","Group 1",18.2932925370197,8.72185165137101,-1.72716446092585
134,"Strategy 1","Group 1",19.1941619677346,8.83514900185851,-0.413730569890548
135,"Strategy 1","Group 1",19.711676248451,9.20964231945098,-0.507294567346472
136,"Strategy 1","Group 1",21.153749033256,8.43440997287809,-0.562572330092751
137,"Strategy 1","Group 1",18.0807636881437,8.96416721245957,-0.118553555370655
138,"Strategy 1","Group 1",17.2047817930584,9.01779317326382,0.331570046203237
139,"Strategy 1","Group 1",20.3022572751102,8.7247745544834,-0.131856271082409
140,"Strategy 1","Group 1",18.8135188411193,8.90596845024351,-1.0594469983324
141,"Strategy 1","Group 1",18.600522533191,9.25794427085795,-0.897602094647916
142,"Strategy 1","Group 1",23.6094323672323,8.44223709419687,-0.416441271445863
143,"Strategy 1","Group 1",19.4453571331721,9.28218681478975,0.303814995950331
144,"Strategy 1","Group 1",16.5836952538578,8.66505173458331,-0.860736811633937
145,"Strategy 1","Group 1",21.5509829871278,8.8103436212858,-1.2245610258595
146,"Strategy 1","Group 1",12.8195708560008,8.65268944250643,-0.757593899007179
147,"Strategy 1","Group 1",19.2647453411653,8.53694431780423,1.05145277052117
148,"Strategy 1","Group 1",22.6609079085037,9.24414886046487,0.73306269511725
149,"Strategy 1","Group 1",22.7526965968601,8.76156408958572,-0.133426677338456
150,"Strategy 1","Group 1",20.8126119622564,8.72578929286512,-0.823220264367253
151,"Strategy 1","Group 1",12.9466955421021,8.99478516137894,-0.805936659937083
152,"Strategy 1","Group 1",22.5380215917082,8.66045917332092,-1.69907869935159
153,"Strategy 1","Group 1",13.286551460108,8.94097596541783,0.355674695000651
154,"Strategy 1","Group 1",28.4491434584062,9.04487228743516,0.0783328331500731
155,"Strategy 1","Group 1",23.2100704619226,9.40882500991595,-0.151306606972062
156,"Strategy 1","Group 1",18.6208289472267,9.3667691646933,-0.0690109797220967
157,"Strategy 1","Group 1",19.6947787986309,9.03358194970624,-0.76931150552287
158,"Strategy 1","Group 1",19.3160726406943,9.26189328496231,-0.213513490949813
159,"Strategy 1","Group 1",19.9582772441719,9.44087774467356,1.21966059429897
160,"Strategy 1","Group 1",19.8036209598009,8.5156810759304,0.0272142639739759
161,"Strategy 1","Group 1",20.5412447743758,8.8141604057122,-0.838091601515737
162,"Strategy 1","Group 1",16.3696197707514,9.2820670385635,-0.216651979746768
163,"Strategy 1","Group 1",18.272559772885,8.72287774574599,1.15602094141026
164,"Strategy 1","Group 1",17.3121190317095,8.62827812152173,-1.26004997317788
165,"Strategy 1","Group 1",23.2745892340187,8.9601642274895,-1.64535979874852
166,"Strategy 1","Group 1",15.8402665427974,9.00354892129529,-0.979723291509958
167,"Strategy 1","Group 1",18.6455409919163,9.16737078883731,0.809994748652949
168,"Strategy 1","Group 1",24.7677125861415,9.02243622141318,0.0465067880937269
169,"Strategy 1","Group 1",25.6752156870609,8.95684282667244,0.427612665060678
170,"Strategy 1","Group 1",21.5734377170047,9.08354406856914,0.0978009003160636
171,"Strategy 1","Group 1",18.7013564977903,9.2901117100415,-1.59090815738545
172,"Strategy 1","Group 1",28.7116377557356,9.38722517324822,-1.20629472612382
173,"Strategy 1","Group 1",24.3206322325996,9.28640789601908,-0.057869041814699
174,"Strategy 1","Group 1",19.3870654490883,9.31092779440502,1.20486187766197
175,"Strategy 1","Group 1",18.532810156803,8.68886971339485,-0.544496019840778
176,"Strategy 1","Group 1",24.6285317738911,9.37649025138699,0.568353943148506
177,"Strategy 1","Group 1",15.1557615583407,8.37336616498825,1.79495085628588
178,"Strategy 1","Group 1",25.5059505214372,9.16737170109211,-0.402817160930762
179,"Strategy 1","Group 1",18.6961081640469,9.39943157666824,1.86533422177243
180,"Strategy 1","Group 1",18.5313559860123,8.8952562245723,1.56596654763621
181,"Strategy 1","Group 1",19.7163364317643,9.14900058855839,0.400228227640381
182,"Strategy 1","Group 1",15.3116060083153,8.96152760240808,-0.338383316807175
183,"Strategy 1","Group 1",25.5416321088967,8.6473618527558,0.283201707574239
184,"Strategy 1","Group 1",18.3625668688366,9.26240902692661,-0.45009768042718
185,"Strategy 1","Group 1",22.2856890330458,8.63254244008687,-0.116585408694792
186,"Strategy 1","Group 1",21.9136109094803,8.95860270330284,-0.829566569565719
187,"Strategy 1","Group 1",27.1032365266569,8.92839399590632,-2.13622840704503
188,"Strategy 1","Group 1",16.0050804155165,9.07923364410199,-0.535250945387552
189,"Strategy 1","Group 1",16.5164747130161,9.062024904534,-1.42740572949876
190,"Strategy 1","Group 1",19.2368828497296,9.41692910256632,0.738736426738229
191,"Strategy 1","Group 1",11.0174472362607,9.14241497103119,-1.3895516875069
192,"Strategy 1","Group 1",22.6773881768386,9.21224986399899,0.480677124145916
193,"Strategy 1","Group 1",21.6074170152855,9.22430948431467,1.05529080335593
194,"Strategy 1","Group 1",20.189460751976,9.19220243829725,0.546554984878745
195,"Strategy 1","Group 1",20.2461173100197,9.2592335827176,0.963764539185649
196,"Strategy 1","Group 1",23.9640842874108,8.67920881557503,1.26608455628614
197,"Strategy 1","Group 1",21.9803137564535,8.72201422868178,0.0885106357172084
198,"Strategy 1","Group 1",33.8521545586594,9.20015636484035,-0.273398363401061
199,"Strategy 1","Group 1",21.8231714744374,9.20130200658437,-0.722972643876862
200,"Strategy 1","Group 1",19.9273909404645,8.97393579263792,0.230708315092706
201,"Strategy 1","Group 1",19.1044069342934,9.20752068569278,-2.1331013782027
202,"Strategy 1","Group 1",18.7377912180085,9.00468493995285,-0.168856198439437
203,"Strategy 1","Group 1",21.9055838435205,8.54226666909093,0.570983040070039
204,"Strategy 1","Group 1",19.2678641220347,8.79036878302534,-0.93956907232693
205,"Strategy 1","Group 1",19.7374081294246,8.39635819235144,0.0553714614065901
206,"Strategy 1","Group 1",20.4495458468694,9.67079433445666,-1.69075507023864
207,"Strategy 1","Group 1",22.0368257768361,9.37975576651188,0.398321252649448
208,"Strategy 1","Group 1",25.4749730326071,9.28699415559125,-1.24692446989325
209,"Strategy 1","Group 1",30.2902610476302,9.29200673616629,1.93687872411339
210,"Strategy 1","Group 1",27.4978944463012,9.17220466310962,-1.01402105497386
211,"Strategy 1","Group 1",23.6713025558416,9.01713466042321,1.28945350303468
212,"Strategy 1","Group 1",24.7629945027041,8.96026388362417,0.716122746980791
213,"Strategy 1","Group 1",24.0392004537958,8.78156749171366,0.209779592033207
214,"Strategy 1","Group 1",16.3052113242288,8.76470458680425,0.334444504916751
215,"Strategy 1","Group 1",24.1940077673629,9.04704141937406,1.37298593317345
216,"Strategy 1","Group 1",28.6848140685004,9.38650377944285,-1.22460211794379
217,"Strategy 1","Group 1",19.1196190532003,9.09385261630069,-0.393902609420595
218,"Strategy 1","Group 1",16.3868869739862,9.02462919057402,-0.308183541719625
219,"Strategy 1","Group 1",23.432937047636,8.69277071732642,0.467024732673579
220,"Strategy 1","Group 1",25.4417558651786,9.34077922540024,-0.0669066961727763
221,"Strategy 1","Group 1",14.9326374361404,9.09559177722878,-0.286494904568169
222,"Strategy 1","Group 1",26.9768846457526,8.57515421513291,-0.275009463834524
223,"Strategy 1","Group 1",21.2495843807507,9.14373991579323,0.101884553219501
224,"Strategy 1","Group 1",20.2430636566109,9.23399231602932,0.201088384838013
225,"Strategy 1","Group 1",19.2090820443369,8.622932754073,1.1758728106305
226,"Strategy 1","Group 1",17.4696533025354,8.6429384439642,0.106864331112766
227,"Strategy 1","Group 1",20.2548073805237,8.85086747521377,1.06287759999042
228,"Strategy 1","Group 1",22.6386149810162,9.32808739795611,1.90540921974411
229,"Strategy 1","Group 1",21.3043740928003,9.12115814359963,-1.44957584766105
230,"Strategy 1","Group 1",19.2921163174491,8.78307441594159,-1.23334339376978
231,"Strategy 1","Group 1",17.6443926949041,8.93992433108217,-0.59176636519809
232,"Strategy 1","Group 1",19.1896674371751,9.00154547658007,1.03000478586875
233,"Strategy 1","Group 1",24.0042305269591,8.61807114271177,-2.27974052414341
234,"Strategy 1","Group 1",17.3827810548527,9.16496822579809,-0.983279202872465
235,"Strategy 1","Group 1",19.6750522863132,8.71079544389394,-0.51661685187389
236,"Strategy 1","Group 1",24.6823752868665,8.809002322096,-0.109881603745193
237,"Strategy 1","Group 1",15.2046385631003,8.7943969011721,-0.90846063969794
238,"Strategy 1","Group 1",26.4596520135949,9.11300830283278,-0.342870704920834
239,"Strategy 1","Group 1",16.6238572426345,8.98122934662362,2.01292454940942
240,"Strategy 1","Group 1",16.6246649848209,9.27364323583332,-1.27452133367569
241,"Strategy 1","Group 1",24.8854478686174,8.97003790610175,-0.0685434834361258
242,"Strategy 1","Group 1",17.5811244490449,8.30604823458873,0.559767967802301
243,"Strategy 1","Group 1",17.2109459273484,8.70121932291235,0.689755777687933
244,"Strategy 1","Group 1",19.7670652994615,8.77722992520696,-0.809091960178031
245,"Strategy 1","Group 1",22.0506796735205,8.1161421451109,0.214819487045749
246,"Strategy 1","Group 1",20.0459266660725,9.11015149392626,-0.819357952947383
247,"Strategy 1","Group 1",14.8691086005899,9.04319028892154,-1.4952228220636
248,"Strategy 1","Group 1",16.3744152619312,9.42268558987565,-0.740824980243683
249,"Strategy 1","Group 1",33.6474661593945,8.74170787124382,-0.935631802474835
250,"Strategy 1","Group 1",23.6650366986157,8.3865244683166,0.242078988231747
251,"Strategy 1","Group 1",16.2158462010538,9.34517438389066,-0.537425145370515
252,"Strategy 1","Group 1",16.6736713058635,9.18036107532686,-0.0825679298978332
253,"Strategy 1","Group 1",17.3207448976088,8.78451487791026,-0.709253004704807
254,"Strategy 1","Group 1",18.290131754443,9.02273322322728,-0.967828949094407
255,"Strategy 1","Group 1",28.7354073349043,8.62179610383356,-1.32511944000508
256,"Strategy 1","Group 1",23.37920774552,9.39510350983173,0.380609354087341
257,"Strategy 1","Group 1",15.0968191949121,8.53187125195772,-0.809213883961874
258,"Strategy 1","Group 1",18.3444493821952,9.1576705547259,0.798886715918555
259,"Strategy 1","Group 1",19.0814607435749,9.27097482614848,0.94379844185296
260,"Strategy 1","Group 1",13.8261750511702,9.45719294843935,0.230407731817172
261,"Strategy 1","Group 1",13.5805147971753,8.40649036683812,0.742591738716148
262,"Strategy 1","Group 1",17.7128397929896,8.53790336693995,-1.43390347342966
263,"Strategy 1","Group 1",19.7132693635887,8.63535203910715,0.0653343372960649
264,"Strategy 1","Group 1",24.4811304213605,9.03653480001397,0.158098725748199
265,"Strategy 1","Group 1",24.0464096006504,9.10705303494283,-0.63413214590454
266,"Strategy 1","Group 1",21.6024544867607,9.12914750392655,-1.04857052082797
267,"Strategy 1","Group 1",26.2484401268216,9.54992798905717,0.164274691380684
268,"Strategy 1","Group 1",21.9949803392509,8.85147859595409,-0.0682600212027122
269,"Strategy 1","Group 1",22.2103232202075,8.59092388097666,0.982983607617918
270,"Strategy 1","Group 1",20.7358950976232,9.06715821343387,0.342096339751781
271,"Strategy 1","Group 1",15.8761263737979,9.37140459619657,1.53702348985998
272,"Strategy 1","Group 1",20.7796350065776,9.32042197318484,-0.317268914981013
273,"Strategy 1","Group 1",20.8257636081095,8.6317744269771,0.714925447306344
274,"Strategy 1","Group 1",21.0933716651477,8.77611642994187,0.443831675145477
275,"Strategy 1","Group 1",17.0382874838398,9.67790536079871,1.71228923788089
276,"Strategy 1","Group 1",17.9050971488916,8.78171615095371,0.168092738438073
277,"Strategy 1","Group 1",20.9539417035054,8.68493145705648,1.07326292588575
278,"Strategy 1","Group 1",21.4367414330717,9.0300573249968,-1.38961825004642
279,"Strategy 1","Group 1",16.8722505631647,8.76913777910528,1.7804287096826
280,"Strategy 1","Group 1",23.8378254778366,8.86312808918872,1.35491295216335
281,"Strategy 1","Group 1",15.8579718176508,8.75033881909254,0.46347776512038
282,"Strategy 1","Group 1",22.4699817720201,8.64256549664008,-0.688468228122603
283,"Strategy 1","Group 1",17.6214640655331,9.02943473554652,-1.08553096563353
284,"Strategy 1","Group 1",17.4409280804765,8.81382933536891,1.05243396828727
285,"Strategy 1","Group 1",20.3795350133743,9.11879865299257,-1.57207664911152
286,"Strategy 1","Group 1",36.3640741570186,9.06478371782065,1.13642277386394
287,"Strategy 1","Group 1",20.2693582533627,8.67296947584609,-0.912131586958874
288,"Strategy 1","Group 1",18.0530257717921,9.32854441676069,-0.770208891917261
289,"Strategy 1","Group 1",24.8571682938361,8.55962477830608,-0.181676545224636
290,"Strategy 1","Group 1",23.7254189197471,8.4515825120036,-1.68625156192072
291,"Strategy 1","Group 1",18.7768685216491,8.83264758399599,-0.875957428828059
292,"Strategy 1","Group 1",17.1585726154279,8.63586224764112,-0.0172643159501071
293,"Strategy 1","Group 1",17.3777196515883,8.88594170785009,-0.749521680656419
294,"Strategy 1","Group 1",20.1486571405015,9.69404205953728,1.3683083902186
295,"Strategy 1","Group 1",22.1176343749513,8.84427840927626,0.0366205416220297
296,"Strategy 1","Group 1",26.2662039453576,8.66822164479454,0.464167699069368
297,"Strategy 1","Group 1",17.8247440564012,8.76752782985861,1.67958367125722
298,"Strategy 1","Group 1",25.2992248972854,8.74769619672334,0.0552229426052223
299,"Strategy 1","Group 1",15.843078699744,9.30466584579249,-1.903099957879
300,"Strategy 1","Group 1",22.3936223241854,8.87999352821873,1.79813572934624
301,"Strategy 1","Group 1",20.9956544488382,9.232330158104,-0.455478023744429
302,"Strategy 1","Group 1",24.9867315505049,8.94231850867466,0.691579101372105
303,"Strategy 1","Group 1",21.8496078658924,8.8605944048229,-1.92907307010799
304,"Strategy 1","Group 1",19.1891880780279,9.24412444071276,0.0834100903146628
305,"Strategy 1","Group 1",30.2238854927918,8.86767379082498,-0.213880300355701
306,"Strategy 1","Group 1",23.938145760325,9.49699856942013,1.10628483398355
307,"Strategy 1","Group 1",19.0120949010934,9.15252524930523,-0.111783761760802
308,"Strategy 1","Group 1",24.8862520809558,8.7726908378499,0.314200053841098
309,"Strategy 1","Group 1",13.3953327812429,9.14735311876285,1.03812364595378
310,"Strategy 1","Group 1",25.7870794287329,8.849192885261,1.36015304327151
311,"Strategy 1","Group 1",15.0693392005337,8.69686713019589,-2.07637442749026
312,"Strategy 1","Group 1",27.0757802376644,9.38486975231422,-0.675311179853278
313,"Strategy 1","Group 1",30.7601903285601,9.08569664285341,-1.95598395469919
314,"Strategy 1","Group 1",21.386797169007,9.18022960979224,0.916602430372673
315,"Strategy 1","Group 1",21.0891935528178,9.19002277846302,-0.964018734964457
316,"Strategy 1","Group 1",17.5091263955688,8.77358461290059,0.430244777735712
317,"Strategy 1","Group 1",13.332670893129,8.94751299121507,-0.622208301899717
318,"Strategy 1","Group 1",28.0161484307266,8.79649296104803,1.02374229501571
319,"Strategy 1","Group 1",16.8737706296228,8.4202388861892,-2.38496770035932
320,"Strategy 1","Group 1",22.4833088318049,8.49776350777112,0.301967865167443
321,"Strategy 1","Group 1",15.915880395404,8.77524085782403,0.999451220716086
322,"Strategy 1","Group 1",28.9873341912984,8.45856346492424,0.885645077768365
323,"Strategy 1","Group 1",23.6010986674265,9.18806415361396,0.610709458843367
324,"Strategy 1","Group 1",20.3686974326707,9.47052840270192,0.921550198755297
325,"Strategy 1","Group 1",19.6485970815251,8.85132811060939,0.322716089034844
326,"Strategy 1","Group 1",19.7793225361194,9.4516615063997,-1.6439633852681
327,"Strategy 1","Group 1",18.0301403350429,9.0153531585276,1.09585463204698
328,"Strategy 1","Group 1",23.3323113229963,8.93747352807578,-0.0281799077450287
329,"Strategy 1","Group 1",10.8421853279856,9.37492764092244,0.634228801591748
330,"Strategy 1","Group 1",18.9530267839278,9.14015323482337,0.379275659855389
331,"Strategy 1","Group 1",20.6222858394383,9.00376575308937,0.485015156077624
332,"Strategy 1","Group 1",22.6910081639792,8.89988926253881,-0.108053534762863
333,"Strategy 1","Group 1",21.9407294040865,8.8264594401922,1.35367848481504
334,"Strategy 1","Group 1",23.7722727199449,9.57348103327123,-0.725485971796826
335,"Strategy 1","Group 1",19.215810199362,8.83836487013281,-0.213926330392181
336,"Strategy 1","Group 1",14.3360334474798,8.36685211116801,1.35443787164589
337,"Strategy 1","Group 1",18.8510656333805,9.05379958186318,0.0880949610745593
338,"Strategy 1","Group 1",24.9789572308963,9.15264369349973,1.04770901251875
339,"Strategy 1","Group 1",26.0216931073122,9.22078640133142,0.649063730255549
340,"Strategy 1","Group 1",22.8656077756136,8.74947664336475,0.24971757133146
341,"Strategy 1","Group 1",16.3818159256613,9.10652693777466,1.90628054649108
342,"Strategy 1","Group 1",22.92930175993,9.33474550055757,-0.658878609356058
343,"Strategy 1","Group 1",15.9438134411508,9.28638774772452,0.95248537062486
344,"Strategy 1","Group 1",17.7570048560999,8.754152205115,-1.61626362684492
345,"Strategy 1","Group 1",21.7639225005694,8.82464168310551,-1.12653408130685
346,"Strategy 1","Group 1",21.4630422755755,8.7263057972109,0.294910508934217
347,"Strategy 1","Group 1",17.4918319329276,8.48273846827535,2.06485817585739
348,"Strategy 1","Group 1",23.6437602561542,9.50586962328194,0.609591480607335
349,"Strategy 1","Group 1",18.3918710213674,8.46172744462372,0.447456511425381
350,"Strategy 1","Group 1",22.2161908325944,9.17335406361957,1.01604811804926
351,"Strategy 1","Group 1",22.8476572491261,8.80157241815477,-0.393597948258531
352,"Strategy 1","Group 1",15.4188709838359,9.29478031727607,0.938483902893383
353,"Strategy 1","Group 1",18.7744553940607,9.12567745966276,0.510616449915924
